ID Aluno,Academia,Cidade,Esporte,Status Civil,Data Check-in,Duração (Min)
3435,Power Girls,Espinho,Ciclyn,Viúvo(a),2023-11-13,90
2595,Power Girls,Espinho,Musculação,Divorciado(a),2024-06-13,94
9014,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-04-20,16
2765,Power Girls,Setubal,Yoga,Viúvo(a),2023-05-08,69
9213,Power Girls,Setubal,Musculação,Divorciado(a),2023-09-10,74
1547,Power Girls,Espinho,Musculação,Casado(a),2023-01-28,90
2271,Power Girls,Espinho,Yoga,Divorciado(a),2024-04-11,96
2321,Power Girls,Gondomar,Ciclyn,Casado(a),2024-04-18,3
5327,Power Girls,Gondomar,Musculação,Divorciado(a),2024-05-29,85
3050,Power Girls,Gondomar,Musculação,Casado(a),2023-08-12,94
5162,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-09-23,3
8540,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2023-12-01,96
4514,Power Girls,Espinho,Yoga,Viúvo(a),2024-03-28,67
6823,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-05-06,65
431,Power Girls,Setubal,Musculação,Casado(a),2024-02-21,93
9929,Power Girls,Setubal,Yoga,Casado(a),2023-01-26,105
4605,Power Girls,Gondomar,Yoga,Solteiro(a),2024-04-20,44
9209,Power Girls,Setubal,Yoga,Casado(a),2023-01-18,113
5259,Power Girls,Gondomar,Ciclyn,Divorciado(a),2024-03-18,44
3050,Power Girls,Espinho,Musculação,Viúvo(a),2023-10-27,46
2962,Power Girls,Gondomar,Yoga,Casado(a),2023-01-24,120
7843,Power Girls,Espinho,Musculação,Casado(a),2024-02-27,57
8001,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-11-10,44
7843,Power Girls,Matosinhos,Musculação,Solteiro(a),2023-10-22,54
5088,Power Girls,Setubal,Musculação,Divorciado(a),2023-01-12,110
4836,Power Girls,Espinho,Ciclyn,Casado(a),2023-11-15,59
2798,Power Girls,Gondomar,Musculação,Solteiro(a),2023-02-03,23
7862,Power Girls,Matosinhos,Yoga,Solteiro(a),2023-05-03,75
3598,Power Girls,Setubal,Ciclyn,Viúvo(a),2024-03-29,42
3711,Power Girls,Matosinhos,Yoga,Casado(a),2023-01-08,6
9209,Power Girls,Gondomar,Ciclyn,Solteiro(a),2024-03-12,49
3623,Power Girls,Gondomar,Ciclyn,Divorciado(a),2024-01-26,84
1774,Power Girls,Espinho,Yoga,Solteiro(a),2023-11-26,97
2593,Power Girls,Gondomar,Musculação,Viúvo(a),2024-06-27,18
461,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-08-20,62
7224,Power Girls,Espinho,Ciclyn,Viúvo(a),2023-10-07,59
6112,Power Girls,Gondomar,Yoga,Casado(a),2023-10-01,106
1500,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-04-27,43
5712,Power Girls,Setubal,Musculação,Casado(a),2023-03-07,13
598,Power Girls,Matosinhos,Yoga,Viúvo(a),2023-07-10,22
4488,Power Girls,Setubal,Musculação,Viúvo(a),2023-12-18,43
7538,Power Girls,Setubal,Yoga,Divorciado(a),2023-06-25,71
6112,Power Girls,Espinho,Musculação,Viúvo(a),2024-03-20,85
5756,Power Girls,Gondomar,Yoga,Viúvo(a),2024-05-06,2
5259,Power Girls,Espinho,Yoga,Viúvo(a),2023-10-13,54
5134,Power Girls,Espinho,Musculação,Casado(a),2023-09-05,87
3358,Power Girls,Espinho,Ciclyn,Solteiro(a),2023-11-15,31
2417,Power Girls,Gondomar,Yoga,Casado(a),2023-10-13,54
2765,Power Girls,Setubal,Musculação,Viúvo(a),2023-07-11,106
3427,Power Girls,Espinho,Musculação,Viúvo(a),2024-06-20,86
54,Power Girls,Setubal,Ciclyn,Casado(a),2023-01-30,101
9660,Power Girls,Gondomar,Yoga,Casado(a),2023-06-13,101
5162,Power Girls,Setubal,Musculação,Solteiro(a),2023-04-29,83
1055,Power Girls,Espinho,Musculação,Solteiro(a),2024-03-20,79
3923,Power Girls,Gondomar,Musculação,Viúvo(a),2023-09-05,2
4107,Power Girls,Matosinhos,Yoga,Casado(a),2023-11-06,25
2961,Power Girls,Espinho,Musculação,Casado(a),2024-04-06,120
2961,Power Girls,Setubal,Musculação,Casado(a),2024-05-13,33
2417,Power Girls,Setubal,Ciclyn,Casado(a),2024-01-27,79
9223,Power Girls,Matosinhos,Yoga,Casado(a),2023-09-23,110
7882,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-08-05,32
9223,Power Girls,Gondomar,Musculação,Viúvo(a),2023-05-25,65
3534,Power Girls,Setubal,Yoga,Casado(a),2023-03-09,27
1236,Power Girls,Matosinhos,Musculação,Solteiro(a),2024-02-01,65
4629,Power Girls,Setubal,Musculação,Casado(a),2023-10-18,55
6750,Power Girls,Setubal,Yoga,Casado(a),2024-01-25,96
9312,Power Girls,Setubal,Musculação,Casado(a),2023-03-03,21
7276,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-03-31,115
9223,Power Girls,Setubal,Musculação,Casado(a),2023-06-28,54
7224,Power Girls,Matosinhos,Yoga,Casado(a),2024-05-20,51
5974,Power Girls,Gondomar,Musculação,Casado(a),2023-05-22,52
7863,Power Girls,Espinho,Musculação,Divorciado(a),2024-01-09,66
2962,Power Girls,Setubal,Yoga,Viúvo(a),2023-10-30,114
6750,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-02-14,114
6668,Power Girls,Espinho,Yoga,Divorciado(a),2023-12-30,101
5089,Power Girls,Matosinhos,Yoga,Solteiro(a),2024-04-29,15
2798,Power Girls,Matosinhos,Musculação,Casado(a),2023-10-13,12
1881,Power Girls,Setubal,Yoga,Solteiro(a),2024-06-07,74
5356,Power Girls,Setubal,Yoga,Divorciado(a),2023-08-21,22
5162,Power Girls,Gondomar,Yoga,Solteiro(a),2023-04-14,55
9826,Power Girls,Gondomar,Musculação,Casado(a),2023-06-12,100
7843,Power Girls,Setubal,Musculação,Casado(a),2023-03-22,7
9312,Power Girls,Espinho,Yoga,Divorciado(a),2023-10-17,38
6916,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-10-14,86
53,Power Girls,Setubal,Musculação,Divorciado(a),2024-05-18,14
8540,Power Girls,Setubal,Ciclyn,Casado(a),2024-02-12,46
9513,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2023-10-08,47
53,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-02-14,28
7846,Power Girls,Setubal,Ciclyn,Divorciado(a),2024-02-18,14
3711,Power Girls,Espinho,Ciclyn,Viúvo(a),2024-03-17,35
963,Power Girls,Gondomar,Ciclyn,Solteiro(a),2023-05-15,52
7367,Power Girls,Setubal,Ciclyn,Divorciado(a),2023-08-11,77
2873,Power Girls,Setubal,Musculação,Solteiro(a),2023-10-17,66
733,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-03-16,9
2873,Power Girls,Setubal,Ciclyn,Solteiro(a),2024-06-19,18
2595,Power Girls,Espinho,Yoga,Divorciado(a),2023-07-23,50
8939,Power Girls,Espinho,Ciclyn,Divorciado(a),2023-09-26,120
9951,Power Girls,Gondomar,Yoga,Casado(a),2023-07-29,38
4471,Power Girls,Gondomar,Musculação,Solteiro(a),2024-03-21,71
5089,Power Girls,Gondomar,Musculação,Solteiro(a),2024-02-09,85
7306,Power Girls,Gondomar,Yoga,Solteiro(a),2023-03-07,34
8687,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-04-08,40
9312,Power Girls,Gondomar,Yoga,Casado(a),2023-04-30,22
2898,Power Girls,Setubal,Musculação,Solteiro(a),2023-05-04,16
6750,Power Girls,Matosinhos,Musculação,Solteiro(a),2023-06-02,47
5712,Power Girls,Setubal,Yoga,Solteiro(a),2024-03-19,95
9929,Power Girls,Espinho,Musculação,Divorciado(a),2024-01-24,34
1931,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2024-04-28,111
4120,Power Girls,Espinho,Yoga,Casado(a),2024-05-06,114
4732,Power Girls,Espinho,Ciclyn,Casado(a),2023-03-08,62
3314,Power Girls,Setubal,Musculação,Viúvo(a),2024-06-11,58
5255,Power Girls,Gondomar,Yoga,Viúvo(a),2023-07-12,53
7882,Power Girls,Espinho,Yoga,Viúvo(a),2024-06-01,68
4605,Power Girls,Espinho,Yoga,Casado(a),2024-04-29,6
9209,Power Girls,Espinho,Musculação,Casado(a),2024-04-27,93
8553,Power Girls,Gondomar,Ciclyn,Divorciado(a),2023-05-31,96
8176,Power Girls,Setubal,Musculação,Viúvo(a),2023-08-15,23
2798,Power Girls,Espinho,Musculação,Divorciado(a),2024-04-08,65
3435,Power Girls,Gondomar,Ciclyn,Viúvo(a),2024-02-19,69
3770,Power Girls,Setubal,Yoga,Divorciado(a),2023-06-11,5
2549,Power Girls,Gondomar,Yoga,Solteiro(a),2023-01-19,74
5594,Power Girls,Setubal,Yoga,Casado(a),2024-03-20,116
3770,Power Girls,Setubal,Yoga,Divorciado(a),2024-04-08,91
7276,Power Girls,Matosinhos,Musculação,Divorciado(a),2023-06-06,5
4732,Power Girls,Gondomar,Musculação,Solteiro(a),2023-11-03,74
4531,Power Girls,Espinho,Yoga,Solteiro(a),2024-05-17,40
4107,Power Girls,Espinho,Musculação,Divorciado(a),2023-01-19,103
6081,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2024-02-20,56
9223,Power Girls,Espinho,Ciclyn,Viúvo(a),2024-05-26,109
3435,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2024-05-21,27
7882,Power Girls,Gondomar,Yoga,Viúvo(a),2023-09-22,114
7498,Power Girls,Gondomar,Yoga,Casado(a),2023-09-14,89
8901,Power Girls,Setubal,Ciclyn,Casado(a),2024-04-22,28
8374,Power Girls,Setubal,Ciclyn,Viúvo(a),2024-06-26,20
2271,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-04-16,34
9433,Power Girls,Espinho,Ciclyn,Viúvo(a),2023-07-15,49
2549,Power Girls,Gondomar,Yoga,Divorciado(a),2023-11-07,63
7397,Power Girls,Matosinhos,Musculação,Casado(a),2024-03-14,60
7415,Power Girls,Setubal,Yoga,Solteiro(a),2023-08-19,21
6096,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-09-20,24
6053,Power Girls,Gondomar,Ciclyn,Casado(a),2023-11-05,52
1881,Power Girls,Gondomar,Ciclyn,Casado(a),2024-05-26,29
8176,Power Girls,Setubal,Yoga,Solteiro(a),2024-03-03,9
461,Power Girls,Setubal,Yoga,Divorciado(a),2023-03-29,72
8952,Power Girls,Espinho,Ciclyn,Solteiro(a),2023-10-29,65
6213,Power Girls,Setubal,Ciclyn,Solteiro(a),2024-06-12,7
103,Power Girls,Gondomar,Ciclyn,Divorciado(a),2024-04-19,8
3623,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-03-13,59
6081,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-09-16,32
763,Power Girls,Espinho,Yoga,Viúvo(a),2024-01-24,89
7306,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-03-14,108
2271,Power Girls,Espinho,Ciclyn,Solteiro(a),2023-08-29,65
2765,Power Girls,Setubal,Yoga,Viúvo(a),2023-10-08,82
2271,Power Girls,Setubal,Musculação,Divorciado(a),2023-07-22,113
6751,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2024-02-21,65
33,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2024-06-22,70
2321,Power Girls,Setubal,Musculação,Solteiro(a),2023-02-08,16
2109,Power Girls,Setubal,Ciclyn,Casado(a),2024-03-15,104
5712,Power Girls,Setubal,Ciclyn,Casado(a),2023-11-04,98
9294,Power Girls,Matosinhos,Musculação,Casado(a),2023-02-18,47
9951,Power Girls,Setubal,Yoga,Casado(a),2024-01-04,12
2598,Power Girls,Espinho,Yoga,Divorciado(a),2023-03-03,14
5162,Power Girls,Matosinhos,Yoga,Solteiro(a),2023-12-30,114
6946,Power Girls,Espinho,Musculação,Casado(a),2024-04-29,17
5250,Power Girls,Setubal,Musculação,Viúvo(a),2024-04-08,7
7257,Power Girls,Gondomar,Ciclyn,Casado(a),2023-08-02,23
6532,Power Girls,Espinho,Yoga,Casado(a),2023-01-28,118
5250,Power Girls,Gondomar,Yoga,Solteiro(a),2024-05-14,115
2898,Power Girls,Setubal,Yoga,Divorciado(a),2023-12-06,78
6946,Power Girls,Setubal,Musculação,Divorciado(a),2024-04-28,73
8861,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-10-07,16
5134,Power Girls,Matosinhos,Musculação,Divorciado(a),2023-10-19,85
1774,Power Girls,Setubal,Ciclyn,Divorciado(a),2023-04-30,118
6750,Power Girls,Matosinhos,Yoga,Viúvo(a),2023-12-09,96
2031,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-02-27,48
4178,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-07-12,15
5935,Power Girls,Espinho,Yoga,Divorciado(a),2023-11-23,78
5569,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2023-02-02,29
6668,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-05-30,99
5356,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-08-27,86
474,Power Girls,Setubal,Ciclyn,Divorciado(a),2024-01-20,89
763,Power Girls,Gondomar,Ciclyn,Viúvo(a),2024-05-24,28
4305,Power Girls,Setubal,Yoga,Viúvo(a),2023-02-11,64
8687,Power Girls,Gondomar,Yoga,Solteiro(a),2023-12-24,111
8687,Power Girls,Espinho,Ciclyn,Solteiro(a),2023-10-11,67
9901,Power Girls,Gondomar,Ciclyn,Solteiro(a),2023-06-29,94
4732,Power Girls,Gondomar,Yoga,Divorciado(a),2023-07-26,4
1774,Power Girls,Setubal,Musculação,Casado(a),2023-04-28,50
5403,Power Girls,Matosinhos,Yoga,Solteiro(a),2024-05-14,113
8096,Power Girls,Gondomar,Yoga,Solteiro(a),2023-06-30,113
2598,Power Girls,Setubal,Musculação,Viúvo(a),2024-04-12,88
3533,Power Girls,Setubal,Yoga,Solteiro(a),2023-05-11,19
4953,Power Girls,Espinho,Ciclyn,Casado(a),2023-03-22,44
7861,Power Girls,Gondomar,Yoga,Viúvo(a),2023-09-09,57
5387,Power Girls,Setubal,Musculação,Divorciado(a),2023-04-24,101
9089,Power Girls,Setubal,Yoga,Casado(a),2023-10-15,89
2962,Power Girls,Setubal,Ciclyn,Divorciado(a),2024-02-18,93
4305,Power Girls,Espinho,Ciclyn,Solteiro(a),2024-03-05,105
4531,Power Girls,Matosinhos,Musculação,Divorciado(a),2024-02-29,55
7181,Power Girls,Setubal,Musculação,Divorciado(a),2024-02-12,38
6823,Power Girls,Matosinhos,Musculação,Divorciado(a),2023-05-05,89
7863,Power Girls,Setubal,Yoga,Casado(a),2024-01-08,60
8001,Power Girls,Gondomar,Ciclyn,Solteiro(a),2023-03-23,105
9951,Power Girls,Gondomar,Musculação,Viúvo(a),2023-02-18,86
7064,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-02-26,82
1055,Power Girls,Espinho,Musculação,Viúvo(a),2023-07-10,36
7415,Power Girls,Gondomar,Musculação,Solteiro(a),2024-01-06,26
7181,Power Girls,Espinho,Musculação,Viúvo(a),2024-05-11,116
5569,Power Girls,Gondomar,Yoga,Viúvo(a),2024-05-13,77
3427,Power Girls,Setubal,Ciclyn,Solteiro(a),2024-05-01,41
3623,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-07-23,78
5089,Power Girls,Gondomar,Ciclyn,Casado(a),2023-03-28,50
4936,Power Girls,Gondomar,Yoga,Casado(a),2023-03-26,70
4936,Power Girls,Setubal,Ciclyn,Divorciado(a),2023-04-25,113
6916,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2023-12-09,81
9929,Power Girls,Gondomar,Yoga,Casado(a),2023-10-23,26
5549,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-06-17,36
3435,Power Girls,Matosinhos,Yoga,Viúvo(a),2023-03-11,43
7747,Power Girls,Setubal,Ciclyn,Solteiro(a),2023-09-24,58
6195,Power Girls,Gondomar,Yoga,Viúvo(a),2023-08-19,23
9433,Power Girls,Gondomar,Ciclyn,Casado(a),2024-03-28,70
9177,Power Girls,Matosinhos,Musculação,Casado(a),2023-01-20,95
2765,Power Girls,Gondomar,Musculação,Casado(a),2023-02-03,99
8827,Power Girls,Setubal,Yoga,Casado(a),2023-10-05,16
9455,Power Girls,Setubal,Yoga,Viúvo(a),2023-08-15,45
200,Power Girls,Setubal,Yoga,Solteiro(a),2023-12-03,42
9951,Power Girls,Espinho,Yoga,Casado(a),2023-10-17,98
6096,Power Girls,Gondomar,Ciclyn,Solteiro(a),2023-11-17,112
4836,Power Girls,Matosinhos,Musculação,Divorciado(a),2024-03-18,10
8553,Power Girls,Gondomar,Yoga,Solteiro(a),2023-12-30,37
54,Power Girls,Setubal,Ciclyn,Viúvo(a),2024-04-16,36
6532,Power Girls,Gondomar,Musculação,Casado(a),2023-10-31,18
4629,Power Girls,Matosinhos,Musculação,Casado(a),2024-06-14,70
7862,Power Girls,Matosinhos,Ciclyn,Solteiro(a),2023-01-20,96
5974,Power Girls,Setubal,Yoga,Divorciado(a),2023-08-07,53
54,Power Girls,Espinho,Yoga,Divorciado(a),2024-05-22,44
963,Power Girls,Espinho,Yoga,Casado(a),2023-02-21,108
7747,Power Girls,Espinho,Ciclyn,Solteiro(a),2023-01-21,47
8374,Power Girls,Setubal,Ciclyn,Casado(a),2023-05-11,51
5549,Power Girls,Matosinhos,Musculação,Divorciado(a),2023-11-30,115
4312,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-02-12,2
4953,Power Girls,Espinho,Musculação,Viúvo(a),2023-04-14,28
3533,Power Girls,Setubal,Ciclyn,Casado(a),2023-06-19,49
2598,Power Girls,Gondomar,Ciclyn,Casado(a),2023-11-22,58
3358,Power Girls,Gondomar,Ciclyn,Viúvo(a),2024-01-02,18
3426,Power Girls,Matosinhos,Yoga,Solteiro(a),2023-10-27,19
9826,Power Girls,Gondomar,Musculação,Solteiro(a),2023-06-13,55
5746,Power Girls,Gondomar,Yoga,Casado(a),2023-04-13,60
9536,Power Girls,Gondomar,Musculação,Casado(a),2023-05-05,17
2961,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-02-23,53
9455,Power Girls,Espinho,Musculação,Solteiro(a),2023-08-24,19
3534,Power Girls,Gondomar,Musculação,Divorciado(a),2024-04-17,13
9901,Power Girls,Gondomar,Musculação,Viúvo(a),2024-01-18,118
9901,Power Girls,Setubal,Yoga,Casado(a),2024-02-11,11
8687,Power Girls,Matosinhos,Musculação,Casado(a),2024-06-30,80
7862,Power Girls,Matosinhos,Yoga,Casado(a),2023-09-09,109
7350,Power Girls,Gondomar,Yoga,Solteiro(a),2023-03-11,111
9941,Power Girls,Espinho,Musculação,Viúvo(a),2023-12-13,104
8621,Power Girls,Espinho,Ciclyn,Solteiro(a),2024-01-12,65
4629,Power Girls,Espinho,Yoga,Divorciado(a),2024-06-17,106
2798,Power Girls,Matosinhos,Musculação,Divorciado(a),2023-10-29,82
3923,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-05-16,96
2359,Power Girls,Setubal,Yoga,Divorciado(a),2023-12-09,5
4249,Power Girls,Gondomar,Ciclyn,Casado(a),2023-11-27,17
6463,Power Girls,Gondomar,Yoga,Casado(a),2024-03-31,51
8901,Power Girls,Setubal,Ciclyn,Divorciado(a),2023-06-22,113
1236,Power Girls,Gondomar,Musculação,Solteiro(a),2024-04-10,104
1026,Power Girls,Espinho,Ciclyn,Viúvo(a),2023-01-14,54
5284,Power Girls,Setubal,Musculação,Solteiro(a),2024-05-29,117
8901,Power Girls,Matosinhos,Musculação,Solteiro(a),2023-10-21,74
6916,Power Girls,Gondomar,Musculação,Divorciado(a),2023-05-26,1
1931,Power Girls,Setubal,Musculação,Viúvo(a),2023-03-15,108
8374,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-01-24,104
5756,Power Girls,Setubal,Yoga,Divorciado(a),2024-01-12,50
2549,Power Girls,Gondomar,Musculação,Viúvo(a),2023-03-22,28
6112,Power Girls,Espinho,Yoga,Viúvo(a),2023-11-13,64
6195,Power Girls,Gondomar,Musculação,Casado(a),2023-12-09,13
5334,Power Girls,Setubal,Musculação,Divorciado(a),2023-05-21,94
1881,Power Girls,Setubal,Ciclyn,Divorciado(a),2023-02-05,33
9223,Power Girls,Matosinhos,Musculação,Solteiro(a),2024-04-05,6
6053,Power Girls,Gondomar,Ciclyn,Viúvo(a),2024-01-08,58
3890,Power Girls,Espinho,Yoga,Divorciado(a),2024-05-18,105
9294,Power Girls,Espinho,Musculação,Solteiro(a),2023-11-02,85
8952,Power Girls,Setubal,Yoga,Casado(a),2023-01-10,32
9929,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-01-09,73
8540,Power Girls,Matosinhos,Musculação,Casado(a),2023-01-12,18
8407,Power Girls,Espinho,Ciclyn,Divorciado(a),2024-06-10,98
727,Power Girls,Matosinhos,Yoga,Casado(a),2024-05-20,48
2873,Power Girls,Setubal,Yoga,Viúvo(a),2023-12-29,112
8456,Power Girls,Setubal,Musculação,Solteiro(a),2023-11-14,59
727,Power Girls,Espinho,Yoga,Viúvo(a),2023-12-13,68
4312,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-05-17,114
1488,Power Girls,Setubal,Musculação,Viúvo(a),2024-06-28,53
7863,Power Girls,Matosinhos,Musculação,Casado(a),2023-03-20,31
7861,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-08-08,52
8861,Power Girls,Espinho,Ciclyn,Divorciado(a),2024-05-12,77
2359,Power Girls,Setubal,Ciclyn,Casado(a),2023-02-13,66
4305,Power Girls,Espinho,Musculação,Solteiro(a),2023-08-24,58
2265,Power Girls,Setubal,Yoga,Casado(a),2023-07-01,29
9312,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-06-18,97
2265,Power Girls,Setubal,Yoga,Casado(a),2024-06-22,86
7843,Power Girls,Matosinhos,Yoga,Divorciado(a),2023-02-02,34
473,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-10-22,63
1104,Power Girls,Espinho,Musculação,Viúvo(a),2023-08-19,71
4629,Power Girls,Matosinhos,Musculação,Casado(a),2024-05-18,50
5162,Power Girls,Matosinhos,Musculação,Divorciado(a),2024-06-02,112
2109,Power Girls,Setubal,Musculação,Divorciado(a),2024-06-18,100
3314,Power Girls,Gondomar,Ciclyn,Casado(a),2023-08-07,116
3711,Power Girls,Matosinhos,Yoga,Casado(a),2023-07-26,69
1881,Power Girls,Espinho,Yoga,Solteiro(a),2024-02-29,25
2961,Power Girls,Setubal,Ciclyn,Casado(a),2023-02-27,49
7498,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-12-04,22
3426,Power Girls,Espinho,Musculação,Divorciado(a),2024-04-09,34
7862,Power Girls,Matosinhos,Yoga,Divorciado(a),2024-03-07,113
6081,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-02-25,100
7747,Power Girls,Gondomar,Ciclyn,Casado(a),2023-02-01,23
3793,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-12-29,115
419,Power Girls,Setubal,Musculação,Solteiro(a),2023-10-12,99
8108,Power Girls,Setubal,Musculação,Solteiro(a),2024-06-04,45
7538,Power Girls,Matosinhos,Musculação,Casado(a),2023-02-02,87
5250,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-03-26,11
5403,Power Girls,Gondomar,Ciclyn,Casado(a),2023-09-01,18
9444,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-03-09,58
6916,Power Girls,Setubal,Yoga,Divorciado(a),2023-08-06,117
4312,Power Girls,Setubal,Musculação,Solteiro(a),2023-12-18,47
7862,Power Girls,Espinho,Yoga,Solteiro(a),2023-07-13,24
2598,Power Girls,Gondomar,Musculação,Solteiro(a),2023-05-18,76
5756,Power Girls,Setubal,Yoga,Solteiro(a),2023-12-07,90
6750,Power Girls,Espinho,Musculação,Viúvo(a),2023-02-20,69
8952,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-04-02,73
7276,Power Girls,Espinho,Musculação,Viúvo(a),2023-09-28,27
8687,Power Girls,Matosinhos,Yoga,Casado(a),2024-05-20,62
474,Power Girls,Setubal,Yoga,Casado(a),2024-01-02,74
6195,Power Girls,Espinho,Yoga,Viúvo(a),2024-02-25,86
9883,Power Girls,Espinho,Ciclyn,Divorciado(a),2024-04-20,64
9826,Power Girls,Gondomar,Musculação,Casado(a),2023-06-22,117
7257,Power Girls,Gondomar,Musculação,Viúvo(a),2023-05-23,25
971,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-03-09,86
7861,Power Girls,Espinho,Ciclyn,Casado(a),2023-02-10,50
1225,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-04-29,110
7738,Power Girls,Espinho,Musculação,Solteiro(a),2023-11-28,85
7846,Power Girls,Gondomar,Ciclyn,Divorciado(a),2023-10-14,85
8176,Power Girls,Gondomar,Musculação,Divorciado(a),2023-05-27,85
3163,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-11-10,115
3358,Power Girls,Matosinhos,Yoga,Viúvo(a),2023-05-25,16
125,Power Girls,Setubal,Ciclyn,Divorciado(a),2024-03-11,103
125,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-02-15,34
6750,Power Girls,Matosinhos,Yoga,Solteiro(a),2023-05-01,113
200,Power Girls,Matosinhos,Yoga,Viúvo(a),2024-05-28,2
4305,Power Girls,Matosinhos,Yoga,Solteiro(a),2023-03-24,58
6096,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2024-04-12,100
3358,Power Girls,Setubal,Ciclyn,Viúvo(a),2023-09-20,3
4143,Power Girls,Espinho,Ciclyn,Casado(a),2023-09-16,33
6916,Power Girls,Setubal,Yoga,Viúvo(a),2023-07-31,4
2814,Power Girls,Gondomar,Musculação,Casado(a),2023-07-17,12
2265,Power Girls,Gondomar,Ciclyn,Solteiro(a),2023-10-17,70
2321,Power Girls,Gondomar,Musculação,Casado(a),2023-04-27,39
963,Power Girls,Espinho,Ciclyn,Viúvo(a),2024-04-20,36
4314,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-09-06,15
33,Power Girls,Setubal,Musculação,Divorciado(a),2024-01-04,16
2321,Power Girls,Setubal,Musculação,Casado(a),2023-06-22,40
7863,Power Girls,Setubal,Yoga,Solteiro(a),2024-01-18,101
598,Power Girls,Matosinhos,Musculação,Viúvo(a),2023-09-23,19
8456,Power Girls,Setubal,Ciclyn,Divorciado(a),2024-02-06,104
727,Power Girls,Espinho,Ciclyn,Viúvo(a),2023-10-26,71
2765,Power Girls,Setubal,Musculação,Casado(a),2023-01-16,70
5569,Power Girls,Matosinhos,Ciclyn,Viúvo(a),2023-04-24,2
1931,Power Girls,Matosinhos,Ciclyn,Divorciado(a),2023-07-26,8
3533,Power Girls,Gondomar,Yoga,Divorciado(a),2023-01-30,47
3953,Power Girls,Setubal,Musculação,Solteiro(a),2024-01-11,87
3898,Power Girls,Matosinhos,Ciclyn,Casado(a),2023-01-15,15
5334,Power Girls,Setubal,Yoga,Divorciado(a),2023-04-24,94
6823,Power Girls,Espinho,Musculação,Solteiro(a),2024-05-03,96
3533,Power Girls,Setubal,Yoga,Solteiro(a),2024-02-04,100
8641,Power Girls,Setubal,Yoga,Casado(a),2023-08-05,62
1547,Power Girls,Espinho,Yoga,Divorciado(a),2023-10-11,100
7843,Power Girls,Espinho,Yoga,Solteiro(a),2023-10-30,25
3435,Power Girls,Setubal,Yoga,Solteiro(a),2024-05-07,21
8096,Power Girls,Gondomar,Yoga,Viúvo(a),2023-02-14,17
